Park Name,Type of Unit,State,Reg,Alpha,Unit,index site,Alert title list,Alert description,Alert full description,Number of alerts,Number of alerts with description,Road Closure Alert Flag
Great Smoky Mountains,National Park,"TN,NC",SER,GRSM,1.0,https://www.nps.gov/GRSM/planyourvisit/conditions.htm,"['Park Closure', 'Information', 'Alert Locations']","['2.27.24 Newfound Gap Road closed between Gatlinburg and Cherokee due to high winds', 'Trail Advisory', 'Several park roads closed for the season', 'Winter visitor center hours in effect', 'Most visitors need a parking tag']","[""Most other major park roads are open. Watch for snow and ice, especially at higher elevations, and drive slowly. Updates are available by phone (865-436-1200), at visitor centers, or on the park's Facebook or X (formerly known as Twitter)."", 'Several trails in the park are temporarily closed. Please check the ""Trail and Backcountry Closures, Warnings & Cautions"" section of the Current Road, Facility, Trail & Backcountry Updates page for further details.', 'Due to snow, ice, and other hazardous weather events, many park roads are closed in the winter season.', 'Visitor centers at Sugarlands, Cades Cove, and Oconaluftee are open from 9 am-4:30 pm through February 29, 2024.', 'All vehicles parking for longer than 15 minutes require a parking tag. Three tag durations are available for purchase for all vehicle sizes and types: Daily ($5), Weekly ($15), or Annual ($40).']",3,5,1
Grand Teton,National Park,WY,IMR,GRTE,1.0,https://www.nps.gov/GRTE/planyourvisit/conditions.htm,"['Information', '']",['Winter Seasonal Road Closures'],"['Portions of the Teton Park Road (Taggart Lake TH to Signal Mt.), Moose-Wilson Road (Granite Canyon TH to Death Canyon Road), and other roads are closed to vehicles. Check the Grand Teton Roads page for the latest seasonal and weather related closures.']",2,1,1
Guilford Courthouse,National Military Park,NC,SER,GUCO,1.0,https://www.nps.gov/GUCO/planyourvisit/conditions.htm,[],[],[],0,0,0
Gulf Islands,National Seashore,"FL,MS",SER,GUIS,1.0,https://www.nps.gov/GUIS/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Fort Barrancas Closure', 'Johnson Beach Road Closure', 'Fort Pickens Visitor Center (Discovery Center) Closure', 'Rip Current Status', 'No Dogs on Beach', 'Fee Stations Credit Card Only ']","['Date Posted: 10/2/2023', 'Date Posted: 8/31/2023', 'Date Posted: 1/25/2024', 'Review rip current status prior to visiting the park.', 'Dogs and pets are not allowed on any of the beaches in Gulf Islands National Seashore. Visit the pet rules page for information. ', 'Fee Stations are only accepting credit cards for the purchase of passes. Visitors can also purchase digital passes in advance at www.recreation.gov/sitepass/74285']",3,6,1
Guadalupe Mountains,National Park,TX,IMR,GUMO,1.0,https://www.nps.gov/GUMO/planyourvisit/conditions.htm,"['Caution', 'Information', 'Alert Locations', '']","[""Devil's Hall is a Strenuous Hike"", 'Williams Ranch Road Closed ']","[""The hike to Devil's Hall is rated as strenuous. The portion of the route in the wash requires rock scrambling and is dangerous when wet or if water is present. The wash surface is loose gravel and rocks and may be unstable. "", 'Date Posted: 11/6/2023']",4,2,1
George Washington Carver,National Monument,MO,MWR,GWCA,1.0,https://www.nps.gov/GWCA/planyourvisit/conditions.htm,[''],[],[],1,0,0
George Washington,Memorial Parkway,DC,NCR,GWMP,1.0,https://www.nps.gov/GWMP/planyourvisit/conditions.htm,"['Park Closure', 'Caution']","['Potomac Heritage National Trail Closed at Glebe Road for construction activities', 'Great Falls Visitor Center Closed for Construction', 'Three lane configuration between Windy Run Bridge and Beltway on North Parkway', 'Reduced Speed Limit on North Parkway']","['The National Park Service is imposing a temporary closure of a portion of the Potomac Heritage National Trail crossing underneath Glebe Road Bridge during construction activities. This work is a subsect of the North Parkway rehabilitation.', 'The Visitor Center at Great Falls Park is temporarily closed for construction, but the restrooms remain open 9:30 - 5:30, and overlooks and trails remain open.', 'The National Park Service has implemented a new, temporary traffic pattern on George Washington Memorial Parkway between I-495 and Windy Run Bridge as part of the North Parkway Rehabilitation Project.', 'The speed limit on the northern section of the parkway has been reduced to 40 MPH in the work zone during the rehabilitation project. Click the link to sign up for updates on the project.']",2,4,1
Harpers Ferry,National Historical Park,WV,NCR,HAFE,1.0,https://www.nps.gov/HAFE/planyourvisit/conditions.htm,"['Caution', '']","['Deer management operations', 'Ongoing work on Lower Town buildings ', 'Trail Work on Maryland Heights--Trail OPEN']","['From January 1 to April  15, 2024, the park will be conducting deer management operations  outside of park operating hours. Per the Harpers Ferry National Historical Park Superintendent’s Compendium, trails close at sunset.', 'Facilities staff are doing repair work on several buildings in Lower Town. Please follow signs for alternate entrances and heed temporary closures.', 'Due to trail improvements, use caution when hiking the Maryland Heights Trail. Trail work is expected to be ongoing through June, and will involve dump trucks and a skid steer. The trail will remain OPEN, although it may require short delays to hikers.']",2,3,0
Hagerman Fossil Beds,National Monument,ID,PWR,HAFO,1.0,https://www.nps.gov/HAFO/planyourvisit/conditions.htm,['Caution'],"[""If You Can't Reach Us By Phone, Please Email Us"", 'Use Caution with GPS Navigation']","['Date Posted: 3/29/2023', 'The new visitor center is located at 17970 US Hwy 30, about one mile north of downtown Hagerman and the old visitor center. Highway signs and GPS navigation may not yet be up-to-date.']",1,2,0
Hamilton Grange,National Memorial,NY,NER,HAGR,1.0,https://www.nps.gov/HAGR/planyourvisit/conditions.htm,"['Information', 'New York City, Central Park']",['Phone line is currently down.'],"['Our visitor center line is currently down. For park information, please email hagr_info@nps.gov. Thank you.']",2,1,0
Haleakala,National Park,HI,PWR,HALE,1.0,https://www.nps.gov/HALE/planyourvisit/conditions.htm,['Information'],['Drive Cautiously - Endangered Birds on Roadway'],"['Nēnē (Hawaiian geese) and ʻuaʻu (Hawaiian petrel) are nesting in the park and may land on or frequent park roads, parking lots, and road leading up to the park. Drivers are reminded to drive at the posted speed limits and exercise caution.']",1,1,0
Hampton,National Historic Site,MD,NER,HAMP,1.0,https://www.nps.gov/HAMP/planyourvisit/conditions.htm,[''],[],[],1,0,0
Harriet Tubman Underground Railroad,National Monument,MDL,NCR,HATU,1.0,https://www.nps.gov/HATU/planyourvisit/conditions.htm,[''],[],[],1,0,0
Hawaii Volcanoes,National Park,HI,PWR,HAVO,1.0,https://www.nps.gov/HAVO/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Construction Closures and Delays', 'Mauna Loa Trail Closed Above Red Hill Cabin', 'Yellow Jacket (Vespula) Wasp Activity', 'Kīlauea volcano is not erupting']","['Date Posted: 2/1/2024', 'Mauna Loa Trail above Red Hill Cabin remains closed due to hazards from the recent eruption. Red Hill Cabin is open and requires a permit for overnight use.', 'Be aware of aggressive ground-nesting vespula wasps. When threatened, leave the area. If stung and you begin to experience serious symptoms or allergic reactions, call 911.', 'The eruption that began on September 10 has ended. No lava fountains, flows, or night glow is visible at this time.']",3,4,0
Herbert Hoover,National Historic Site,IA,MWR,HEHO,1.0,https://www.nps.gov/HEHO/planyourvisit/conditions.htm,[],[],[],0,0,0
Horseshoe Bend,National Military Park,AL,SER,HOBE,1.0,https://www.nps.gov/HOBE/planyourvisit/conditions.htm,[],[],[],0,0,0
Hopewell Culture,National Historical Park,OH,MWR,HOCU,1.0,https://www.nps.gov/HOCU/planyourvisit/conditions.htm,[''],[],[],1,0,0
Home Of Franklin D Roosevelt,National Historic Site,NY,NER,HOFR,1.0,https://www.nps.gov/HOFR/planyourvisit/conditions.htm,[''],[],[],1,0,0
Hopewell Furnace,National Historic Site,PA,NER,HOFU,1.0,https://www.nps.gov/HOFU/planyourvisit/conditions.htm,"['Information', '']","['Building Closures - Historic Preservation', 'Hopewell Furnace Winter Hours are Now in affect ', 'East Parking Lot Restoration']","['Date Posted: 1/20/2023', 'Date Posted: 10/14/2023', 'Date Posted: 1/27/2024']",2,3,0
Homestead,National Monument of America,NE,MWR,HOME,1.0,https://www.nps.gov/HOME/planyourvisit/conditions.htm,[],[],[],0,0,0
Honouliuli National Monument,Honouliuli National Monument,HI,PW,HONO,,https://www.nps.gov/HONO/planyourvisit/conditions.htm,['Park Closure'],['Park Closed to the Public'],"['The park is currently closed to the public. If you would like learn more about Honouliuli when visiting O‘ahu, you can visit our partner at the Japanese Cultural Center of Hawai‘i in Honolulu.']",1,1,0
Hot Springs,National Park,AR,MWR,HOSP,1.0,https://www.nps.gov/HOSP/planyourvisit/conditions.htm,['Park Closure'],['Hot Springs and North Mountain Trails Closed - 2/27'],['Date Posted: 2/23/2024'],1,1,0
Hovenweep,National Monument,UT,IMR,HOVE,1.0,https://www.nps.gov/HOVE/planyourvisit/conditions.htm,[''],[],[],1,0,0
Harry S Truman,National Historic Site,MO,MWR,HSTR,1.0,https://www.nps.gov/HSTR/planyourvisit/conditions.htm,"['Information', '']","['All Tickets are First-Come, First Served; We Cannot Take Reservations']","['All tickets to the Truman Home and the Truman Farm Home are first-come, first-served. At this time, we are unable to take any reservations for groups. No tickets are issued at the Truman Home itself...all tickets issued at the visitor center.']",2,1,0
Hubbell Trading Post,National Historic Site,AZ,IMR,HUTR,1.0,https://www.nps.gov/HUTR/planyourvisit/conditions.htm,"['Park Closure', 'Caution']","['PARK CLOSURE for Wednesday, 2/21/24', 'Weather Advisory and Storm Warnings']","['Due to an all-employees Safety Meeting, the park will be closed for the day on February 21. The park apologizes for any inconvenience this may cause.', 'The park may have delayed openings or closures in the event of severe weather. Travel may not be recommended during these times. Please check local forecasts. We appreciate your understanding.']",2,2,0
Ice Age National Scenic Trail,Ice Age National Scenic Trail,WI,MW,IATR,,https://www.nps.gov/IATR/planyourvisit/conditions.htm,['Information'],['Trail Conditions'],['Date Posted: 10/23/2020'],1,1,0
Independence,National Historical Park,PA,NER,INDE,1.0,https://www.nps.gov/INDE/planyourvisit/conditions.htm,['Information'],"['Restroom Closure on 5th Street', 'Starting March 1: Tickets Required for Independence Hall']","['The restrooms at 5th & Chestnut Streets are closed for the season. Restrooms remain available at the Independence Visitor Center at 6th & Market Streets.', 'Beginning Friday, March 1st, timed tickets will be required for entrance to Independence Hall. ']",1,2,0
Indiana Dunes,National Lakeshore,IN,MWR,INDU,1.0,https://www.nps.gov/INDU/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Closure of Lake View', 'Poor Trail Conditions on the Calumet Bike Trail', 'Partial Trail Closure at Portage Lakefront and Riverwalk']","['The picnic area, restrooms, and a portion of the parking lot at Lake View Beach will be closed while contractors work on an improvement project. Construction is expected through May 15, 2024, or until further notice, weather permitting.', 'The section of trail from the Dune Park Train Station to East State Park Road is in very poor condition with large, deep puddles of standing water and sections with larger gravel stones. Ride this section with extreme caution.', 'Closed portion of Portage Lakefront and Riverwalk Trail along Burns Waterway due to unsafe conditions from erosional damage. This trail portion will remain closed while funding is sought for repair work. Pier access remains open on either side of closure.']",3,3,0
Isle Royale,National Park,MI,MWR,ISRO,1.0,https://www.nps.gov/ISRO/planyourvisit/conditions.htm,['Park Closure'],"['Island Closed from November 1 through April 15 Annually', 'Visitor Centers are Closed for the Season']","['Date Posted: 11/1/2023', 'Date Posted: 11/1/2023']",1,2,0
James A Garfield,National Historic Site,OH,MWR,JAGA,1.0,https://www.nps.gov/JAGA/planyourvisit/conditions.htm,[],[],[],0,0,0
New Orleans Jazz,National Historical Park,LA,SER,JAZZ,1.0,https://www.nps.gov/JAZZ/planyourvisit/conditions.htm,['Information'],['Return to 419 Decatur Street'],"['The New Orleans Jazz NHP & Jean Lafitte NHP&P French Quarter Visitor Center moved back to 419 Decatur Street on August 8, 2023. Open Tuesdays through Saturdays, 9:30 am to 4:30 pm.\nCalendar for events: https://www.nps.gov/jazz/planyourvisit/calendar.htm']",1,1,0
Jewel Cave,National Monument,SD,MWR,JECA,1.0,https://www.nps.gov/JECA/planyourvisit/conditions.htm,['Information'],"['Cave Tour Reservations Are Strongly Recommended - Walkup Tickets Are Not Guaranteed ', 'Appropriate Footwear Required for Cave Tours']","['Advance cave tour reservations are available on recreation.gov through April 27th. Reservations for May will become available April 1. The reservations close at noon the day before. Reservations are the best way to ensure tickets for your group.', 'Visitors are required to wear completely enclosed shoes if participating in a cave tour, like tennis shoes, sneakers or hiking boots. Any type of sandals or shoes with any openings are NOT acceptable. ']",1,2,0
Jefferson,National Expansion Memorial,MO,MWR,JEFF,1.0,https://www.nps.gov/JEFF/planyourvisit/conditions.htm,['Park Closure'],['Old Courthouse Closed for Renovations'],"['The Old Courthouse at Gateway Arch National Park is undergoing renovations as part of the $380-million CityArchRiver project, which is the largest public-private partnership in the history of the National Park Service. It is closed to all visitors.']",1,1,0
