Park Alpha,Status,park alpha,park,State,region,title,description,category,relatedRoadEvents,date,Park Name,Park Full Name,Type of Unit,Reg,Column Labels
MACA,Only using alerts,MACA,,KY,,"['Green River Ferry Status', 'Green River Ferry Closed Due to Low Water Conditions']","['The Green River Ferry status can change without advanced warning. For the most up-to-date ferry status information please call the Green River Ferry Hotline at (270) 758-2166 or follow the Mammoth Cave Roads and Ferry Twitter feed.', ""The Green River Ferry is closed to all traffic due to low water conditions. For the most up-to-date information on the ferry's status, please call the Green River Ferry Hotline at 270-758-2166 or follow Mammoth Cave Roads and Ferry X/Twitter feed.""]","['Information', 'Park Closure']","[[], []]",2024-08-16,Mammoth Cave,Mammoth Cave National Park,National Park,SER,
ELMA,Only using alerts,ELMA,,NM,,['NPS 300 Road Conditions'],"['NPS 300 to Big Tubes is dry and has many areas with shallow ruts. One short stretch has deep ruts. A four-wheel drive, high clearance vehicle is recommended.']",['Caution'],[[]],2024-08-16,El Malpais,El Malpais National Monument,National Monument,IMR,
JAME,Only using alerts,JAME,,VA,,['Rehabilitation of Colonial Parkway continues with additional Parkway closures'],"['Beginning Tuesday, April 9, 2024, construction will close the Colonial Parkway to all travel in either direction between Yorktown and VA Route 199. Follow all detour signs. See additional closure information in the link below.']",['Park Closure'],[[]],2024-08-16,Historic Jamestowne,Historic Jamestowne,National Historical Park,NER,
ANAC,Only using alerts,,,,,,,,,2024-08-16,,,,,
VOYA,Only using alerts,VOYA,,MN,,['Salmi Road Entrance to the Kab-Ash Trail out of the Kabetogama Community Remains Temporarily Closed.'],"[""Salmi Road entrance to the Kab-Ash Trail remains temporarily closed at the trail's western most terminus. Access to the trail remains open at trailheads along Ash River Trail road, Meadwood Road, and the eastern terminus within the community of Ash River.""]",['Park Closure'],[[]],2024-08-16,Voyageurs,Voyageurs National Park,National Park,MWR,
BADL,Only using alerts,BADL,,SD,,['Navigation'],"['Do not rely on GPS digital navigation systems to find your way to Badlands National Park. Please note that the Visitor Center at 25216 Ben Reifel Road, Interior SD 57750 is located just off I-90.']",['Caution'],[[]],2024-08-16,Badlands,Badlands National Park,National Park,MWR,
ANJO,Only using alerts,ANJO,,TN,,['Notice to travelers to National Cemetery'],"['Due to the narrow roadway & tight turn, RVs, mobile homes, charter buses, delivery trucks, or vehicles with trailers are prohibited from the crest of Monument Hill. Check for information about parking at the Visitor Center upon your arrival.']",['Caution'],[[]],2024-08-16,Andrew Johnson,Andrew Johnson National Historic Site,National Historic Site,SER,
FODO,Only using alerts,FODO,,TN,,"['Main Park Roads Open to Vehicular Traffic Starting March 10', 'County road through the Fort Heiman Unit is Closed to Vehicles Past the Pavilion']","['Beginning Sunday, March 10th, 2024, main park roads will be open to vehicular traffic from 8:00 am to 6:00 pm.', 'Fort Heiman is located at 682 Fort Heiman Road, New Concord KY. Due to poor conditions of county roads, the County has posted the loop road closed to vehicles past the park pavilion. Pedestrian access is permitted.']","['Information', 'Information']","[[], []]",2024-08-16,Fort Donelson,Fort Donelson National Battlefield,National Battlefield,SER,
PRSF,Only using alerts,PRSF,,CA,,['Auto-Theft Warning - Only Bring What You Need to the Park'],"['You can prevent vehicle break-ins in parking lots and scenic overlooks. Before leaving your car for even a short period of time: 1) Remove all valuables, 2) Lock your doors. 3) Take your cell phones and electronics with you. Read article for more details.']",['Caution'],[[]],2024-08-16,Presidio,Presidio of San Francisco,Presidio,PWR,
MORA,Only using alerts,MORA,,WA,,['Your GPS May Be Wrong'],"['There are five entrances to the park. GPS may take you to the wrong entrance or attempt to follow the most direct route, which could lead to closed gates. It can take hours to reroute to the correct entrance. Check directions & maps, not just your GPS.']",['Information'],[[]],2024-08-16,Mount Rainier,Mount Rainier National Park,National Park,PWR,
CHAT,Only using alerts,CHAT,,GA,,['Paces Mill Closed for Rehabilitation'],"['Paces Mill will be closed from September 2024 - May 2025 with no access to parking, facilities, or the canoe launch. The last park boat ramp south of US-41 will be open with very limited vehicle access for take-out. Plan to exit the river before Paces!']",['Park Closure'],[[]],2024-08-16,Chattahoochee River,Chattahoochee River National Recreation Area,National Recreation Area,SER,
SAND,Only using alerts,SAND,,CO,,['8 Miles of Unpaved Road to Reach Park'],"['In order to reach the Sand Creek Massacre NHS, you must travel on at least 8 miles of unpaved roads. We are not able to guarantee road conditions of county roads 54 or W after spring storms.']",['Caution'],[[]],2024-08-16,Sand Creek Massacre,Sand Creek Massacre National Historic Site,National Historic Site,IMR,
BAND,Only using alerts,BAND,,NM,,"[""Bandelier's Mandatory Shuttle Runs June 27-October 16, 2024"", 'The Use of GPS is NOT Recommended']","['Bandelier’s mandatory shuttle service begins on June 27 and will run to October 16. Visitors may drive their private vehicles directly to the Bandelier Visitor Center before 9 am or after 3 pm.', 'Numerous visitors have been routed to remote trailheads and out-of-the-way roads trying to use GPS to reach the main park area or shuttle stop.']","['Information', 'Caution']","[[], []]",2024-08-16,Bandelier,Bandelier National Monument,National Monument,IMR,
BRCA,Only using alerts,BRCA,,UT,,['Main Road Status'],['The main park road is fully open to Rainbow Point (Mile 18 of 18). All park roads are currently open for the season. During snowstorms the road may temporarily close at Mile 3 for snowplow operations.'],['Information'],[[]],2024-08-16,Bryce Canyon,Bryce Canyon National Park,National Park,IMR,
YORK,Only using alerts,YORK,,VA,,['Rehabilitation of Colonial Parkway continues with additional Parkway closures'],"['Beginning Tuesday, April 9, 2024, construction will close the Colonial Parkway to all travel in either direction between Yorktown and VA Route 199. Follow all detour signs. See additional closure information in the link below.']",['Park Closure'],[[]],2024-08-16,Yorktown,Yorktown Battlefield,Battlefield,NER,
PETR,Only using alerts,PETR,,NM,,['Vehicle Break-Ins: Take precautions to secure your vehicle and valuables.'],"[""This is an urban park. Don't hide valuables inside your car. Carry items with you on hike. Lock your vehicle and set car alarm. Recent auto break-ins at Rinconada Canyon parking lot. Report suspicious persons loitering/peeking in cars. Call 928-638-7805""]",['Caution'],[[]],2024-08-16,Petroglyph,Petroglyph National Monument,National Monument,IMR,
CHIR,Only using alerts,CHIR,,AZ,,"['Visit Safely in the Summer', 'Highway Road Construction Outside Monument', 'Vehicle Length Limits']","['Summer season brings hot temperatures and monsoons. Bring water, snacks, and sun protection for your visit. Check weather conditions before hiking. Severe lighting and flash floods can occur. When driving in the area, avoid flooded roadways.', 'There will be construction on the four-mile section of highway outside of the park entrance until August 19, 2024. There may be periods of brief delay when entering or exiting the park.', ""Vehicles longer than 24 feet are not permitted past the visitor center on Bonita Canyon Drive. Vehicles up to 29 feet are still allowed to stay in the campground, but can't go further. Parking for large vehicles and trailers is available at Faraway Ranch.""]","['Caution', 'Information', 'Information']","[[], [], []]",2024-08-16,Chiricahua,Chiricahua National Monument,National Monument,IMR,
CHOH,Only using alerts,CHOH,,"DC,MD,WV",,['Hiking in Gold Mine Tract'],['Visitors are restricted to the designated trails within the Gold Mine Tract in the Great Falls area. This location is generally defined as that area bordered by MacArthur Boulevard and Berma Road and depicted on the Great Falls Maryland Hiking Map.'],['Caution'],[[]],2024-08-16,Chesapeake & Ohio Canal,Chesapeake and Ohio Canal National Historical Park,National Historical Park,NCR,
GICL,Only using alerts,GICL,,NM,,['Secure trash and food'],"['Pack it in, pack it out! There are no trash services in or around the monument. All food & trash must be secured inside a vehicle or hard sided containers. Ravens routinely open zipped bags & tear into trash bags left outside or in the bed of a truck.']",['Information'],[[]],2024-08-16,Gila Cliff Dwellings,Gila Cliff Dwellings National Monument,National Monument,IMR,
SAGU,Only using alerts,SAGU,,AZ,,['Vehicle Break-Ins'],"[""Saguaro National Park is an urban park. Vehicle break-ins have occurred at trailheads around the park. Don't make yourself a target. Leave valuables at home, secure your vehicle, and report any suspicious activity.""]",['Caution'],[[]],2024-08-16,Saguaro,Saguaro National Park,National Park,IMR,
PIRO,Only using alerts,PIRO,,MI,,['Miners River Bridge to begin closures 8/15'],"['Beginning 8/15, the bridge on Miners Beach Road over Miners River will have single-lane closures. Visitors can expect delays during this time. After 9/2, the bridge will close to traffic in both directions. Closures will go through spring 2025.']",['Park Closure'],[[]],2024-08-16,Pictured Rocks,Pictured Rocks National Lakeshore,National Lakeshore,MWR,
CAMO,Only using alerts,CAMO,,CA,,"['Hart Mine Road CLOSED due to collapsed culverts', 'Most Monument Roads Require Heavy Duty 4WD Vehicle to Travel Safely', 'Use Caution on Roads with Debris']","['Do not drive on Hart Mine Road. Missing culverts are hazardous for all vehicles and road is subject to sudden collapse. Please do not drive around signed barricades.', 'Breaking down in the remote monument can be a life-threatening emergency. Most roads require a well-equipped, heavy-duty 4WD vehicle to travel. 2WD high clearance vehicles must use Walking Box Ranch Rd for entry and exit. No Visitor Facilities Available.', 'Flooding has resulted in debris along many roads within the park boundaries. Please use caution when driving on paved roads and watch for road crews at work. Be aware that unimproved and dirt roads may be impassible due to washouts, so plan accordingly.']","['Park Closure', 'Danger', 'Caution']","[[], [], []]",2024-08-16,Castle Mountains,Castle Mountains National Monument,National Monument,PWR,
VALL,Only using alerts,VALL,,NM,,['Trail closure for pipeline restoration project'],['The VC09/South Valle Toledo/Posos Trail from the Valle Toledo parking area to the eastern park boundary is closed for restoration. The NPS is working on a trail reroute for the 2025 season and will provide details early next year.'],['Park Closure'],[[]],2024-08-16,Valles Caldera,Valles Caldera National Preserve,National Preserve,IMR,
DETO,Only using alerts,DETO,,WY,,['Fire Ban in Effect'],"['Fire Ban in Effect as of July 24th, 2024, at 2 PM. No open fires with wood/charcoal are permitted in the park. Gas/Propane stoves are permitted. Smoking allowed only in Vehicles or Paved Parking Lots. No Fireworks Allowed at all times. 36 CFR 1.5(a)(1).']",['Park Closure'],[[]],2024-08-16,Devils Tower,Devils Tower National Monument,National Monument,IMR,
PISC,Only using alerts,PISC,,MD,,['Road Closure: Marshall Hall Access Road'],['The Marshall Hall Access Road is closed due to construction. This road connects the Marshall Hall ruins to Marshall Hall Rd. The main road remains open.'],['Information'],"[[{'title': 'Marshall Hall Access Road', 'id': '4BA1081E-8201-42D7-AB10-4950BCCB893C', 'type': 'roadevent', 'url': 'https://www.nps.gov/pisc/planyourvisit/conditions.htm'}]]",2024-08-16,Piscataway,Piscataway Park,Park,NCR,
